"Station Name","POINT ATKINSON"
"Province","BRITISH COLUMBIA"
"Latitude","49.33"
"Longitude","-123.26"
"Elevation","35.00"
"Climate Identifier","1106200"
"WMO Identifier","71037"
"TC Identifier","WSB"

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2007-01-20","2007","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-21","2007","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-22","2007","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-23","2007","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-24","2007","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-25","2007","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-26","2007","01","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-27","2007","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-28","2007","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-29","2007","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-30","2007","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"2007-01-31","2007","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-01","2007","02","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-02","2007","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-03","2007","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-04","2007","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-05","2007","02","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-06","2007","02","06","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-07","2007","02","07","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-08","2007","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-09","2007","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-10","2007","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-11","2007","02","11","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-12","2007","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-13","2007","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-14","2007","02","14","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-15","2007","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-16","2007","02","16","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-17","2007","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-18","2007","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-19","2007","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-20","2007","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-21","2007","02","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-22","2007","02","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-23","2007","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-24","2007","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-25","2007","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-26","2007","02","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-27","2007","02","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-02-28","2007","02","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-01","2007","03","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-02","2007","03","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-03","2007","03","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-04","2007","03","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-05","2007","03","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-06","2007","03","06","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-07","2007","03","07","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-08","2007","03","08","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-09","2007","03","09","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-10","2007","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-11","2007","03","11","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-12","2007","03","12","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-13","2007","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-14","2007","03","14","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-15","2007","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-16","2007","03","16","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-17","2007","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-18","2007","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-19","2007","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-20","2007","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-21","2007","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-22","2007","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-23","2007","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-24","2007","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-25","2007","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-26","2007","03","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-27","2007","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-28","2007","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-29","2007","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-30","2007","03","30","","","","","","","","","","","","","","","","","","","","","","",""
"2007-03-31","2007","03","31","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-01","2007","04","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-02","2007","04","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-03","2007","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-04","2007","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-05","2007","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-06","2007","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-07","2007","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-08","2007","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-09","2007","04","09","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-10","2007","04","10","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-11","2007","04","11","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-12","2007","04","12","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-13","2007","04","13","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-14","2007","04","14","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-15","2007","04","15","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-16","2007","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-17","2007","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-18","2007","04","18","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-19","2007","04","19","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-20","2007","04","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-21","2007","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-22","2007","04","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-23","2007","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-24","2007","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-25","2007","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-26","2007","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-27","2007","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-28","2007","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-29","2007","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2007-04-30","2007","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-01","2007","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-02","2007","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-03","2007","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-04","2007","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-05","2007","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-06","2007","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-07","2007","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-08","2007","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-09","2007","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-10","2007","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-11","2007","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-12","2007","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-13","2007","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-14","2007","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-15","2007","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-16","2007","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-17","2007","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-18","2007","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-19","2007","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-20","2007","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-21","2007","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-22","2007","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-23","2007","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-24","2007","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-25","2007","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-26","2007","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-27","2007","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-28","2007","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-29","2007","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-30","2007","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"2007-05-31","2007","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-01","2007","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-02","2007","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-03","2007","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-04","2007","06","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-05","2007","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-06","2007","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-07","2007","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-08","2007","06","08","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-09","2007","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-10","2007","06","10","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-11","2007","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-12","2007","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-13","2007","06","13","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-14","2007","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-15","2007","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-16","2007","06","16","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-17","2007","06","17","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-18","2007","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-19","2007","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-20","2007","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-21","2007","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-22","2007","06","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-23","2007","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-24","2007","06","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-25","2007","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-26","2007","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-27","2007","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-28","2007","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-29","2007","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"2007-06-30","2007","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-01","2007","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-02","2007","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-03","2007","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-04","2007","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-05","2007","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-06","2007","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-07","2007","07","07","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-08","2007","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-09","2007","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-10","2007","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-11","2007","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-12","2007","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-13","2007","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-14","2007","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-15","2007","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-16","2007","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-17","2007","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-18","2007","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-19","2007","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-20","2007","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-21","2007","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-22","2007","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-23","2007","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-24","2007","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-25","2007","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-26","2007","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-27","2007","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-28","2007","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-29","2007","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-30","2007","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"2007-07-31","2007","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"2007-08-01","2007","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2007-08-02","2007","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"2007-08-03","2007","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2007-08-04","2007","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"2007-08-05","2007","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"2007-08-06","2007","08","06","*","","M","","M","","M","","M","","M","","M","","M","0.0","","","","9","","44",""
"2007-08-07","2007","08","07","*","16.6","","","M","","M","","M","","M","","M","","M","0.0","","","","9","","44",""
"2007-08-08","2007","08","08","*","18.9","","15.2","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","8","","32",""
"2007-08-09","2007","08","09","*","18.3","","14.6","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-10","2007","08","10","*","18.6","","14.7","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-11","2007","08","11","*","18.7","","13.9","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-12","2007","08","12","*","19.1","","14.5","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","9","","33",""
"2007-08-13","2007","08","13","*","21.2","","13.5","","17.4","","0.6","","0.0","","","M","","M","0.0","","","","27","","35",""
"2007-08-14","2007","08","14","*","20.7","","14.7","","17.7","","0.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-15","2007","08","15","*","25.3","","15.9","","20.6","","0.0","","2.6","","","M","","M","0.0","","","","","","<31",""
"2007-08-16","2007","08","16","*","20.1","","15.4","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","9","","57",""
"2007-08-17","2007","08","17","*","20.2","","15.3","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","10","","39",""
"2007-08-18","2007","08","18","*","18.6","","15.4","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-19","2007","08","19","*","18.6","","14.2","","16.4","","1.6","","0.0","","","M","","M","0.0","","","","8","","43",""
"2007-08-20","2007","08","20","*","17.9","","15.6","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","8","","41",""
"2007-08-21","2007","08","21","*","18.6","","15.8","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-22","2007","08","22","*","20.3","","15.1","","17.7","","0.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-23","2007","08","23","*","20.1","","15.5","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-24","2007","08","24","*","21.7","","15.9","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","","","<31",""
"2007-08-25","2007","08","25","*","19.2","","15.6","","17.4","","0.6","","0.0","","","M","","M","0.0","","","","8","","44",""
"2007-08-26","2007","08","26","*","17.9","","14.6","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","29","","50",""
"2007-08-27","2007","08","27","*","18.6","","13.0","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-28","2007","08","28","*","20.2","","13.5","","16.9","","1.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-08-29","2007","08","29","*","22.3","E","15.7","E","19.0","E","0.0","E","1.0","E","","M","","M","","M","","","","","<31",""
"2007-08-30","2007","08","30","*","21.0","","16.8","","18.9","","0.0","","0.9","","","M","","M","","M","","","","","<31",""
"2007-08-31","2007","08","31","*","19.1","","15.9","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","28","","32",""
"2007-09-01","2007","09","01","*","18.8","","13.5","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","27","","33",""
"2007-09-02","2007","09","02","*","17.1","","14.3","","15.7","","2.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-03","2007","09","03","*","18.1","","14.1","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-04","2007","09","04","*","19.2","","15.0","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","27","","35",""
"2007-09-05","2007","09","05","*","18.0","","14.8","","16.4","","1.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-06","2007","09","06","*","16.8","","13.6","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","27","","35",""
"2007-09-07","2007","09","07","*","18.4","","11.8","E","15.1","E","2.9","E","0.0","E","","M","","M","0.0","","","","","M","","M"
"2007-09-08","2007","09","08","*","19.1","","12.7","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","26","","33",""
"2007-09-09","2007","09","09","*","20.0","","12.8","","16.4","","1.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-10","2007","09","10","*","19.3","","13.8","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-11","2007","09","11","*","19.2","","14.2","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-12","2007","09","12","*","18.2","","14.2","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-13","2007","09","13","*","19.6","","13.1","","16.4","","1.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-14","2007","09","14","*","18.0","","13.4","","15.7","","2.3","","0.0","","","M","","M","0.0","","","","10","","43",""
"2007-09-15","2007","09","15","*","16.3","","13.7","","15.0","","3.0","","0.0","","","M","","M","0.0","","","","9","","35",""
"2007-09-16","2007","09","16","*","15.5","","12.6","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","9","","37",""
"2007-09-17","2007","09","17","*","15.0","","11.7","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-18","2007","09","18","*","13.9","","10.8","","12.4","","5.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-19","2007","09","19","*","17.2","","9.5","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","27","","37",""
"2007-09-20","2007","09","20","*","13.9","","11.1","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-21","2007","09","21","*","13.9","","11.9","","12.9","","5.1","","0.0","","","M","","M","0.0","","","","8","","43",""
"2007-09-22","2007","09","22","*","14.3","","11.4","","12.9","","5.1","","0.0","","","M","","M","0.0","","","","28","","56",""
"2007-09-23","2007","09","23","*","14.7","","9.7","","12.2","","5.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-24","2007","09","24","*","15.0","","10.0","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-25","2007","09","25","*","13.5","","11.2","","12.4","","5.6","","0.0","","","M","","M","0.0","","","","10","","32",""
"2007-09-26","2007","09","26","*","13.3","","11.3","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-09-27","2007","09","27","*","14.0","","11.3","","12.7","","5.3","","0.0","","","M","","M","1.9","","","","29","","41",""
"2007-09-28","2007","09","28","*","13.6","","9.9","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","29","","56",""
"2007-09-29","2007","09","29","*","11.4","","9.2","","10.3","","7.7","","0.0","","","M","","M","5.9","","","","8","","83",""
"2007-09-30","2007","09","30","*","12.3","","10.1","","11.2","","6.8","","0.0","","","M","","M","11.8","","","","8","","76",""
"2007-10-01","2007","10","01","*","13.2","","10.7","","12.0","","6.0","","0.0","","","M","","M","0.7","","","","11","","39",""
"2007-10-02","2007","10","02","*","12.7","","9.7","","11.2","","6.8","","0.0","","","M","","M","2.9","","","","10","","48",""
"2007-10-03","2007","10","03","*","10.7","","8.7","","9.7","","8.3","","0.0","","","M","","M","0.5","","","","8","","33",""
"2007-10-04","2007","10","04","*","10.7","","7.6","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","7","","37",""
"2007-10-05","2007","10","05","*","11.0","","6.4","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","9","","32",""
"2007-10-06","2007","10","06","*","10.9","","7.9","","9.4","","8.6","","0.0","","","M","","M","1.3","","","","8","","67",""
"2007-10-07","2007","10","07","*","14.5","","10.4","","12.5","","5.5","","0.0","","","M","","M","10.4","","","","8","","80",""
"2007-10-08","2007","10","08","*","11.6","","7.6","","9.6","","8.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-10-09","2007","10","09","*","18.4","","9.9","","14.2","","3.8","","0.0","","","M","","M","0.5","","","","9","","74",""
"2007-10-10","2007","10","10","*","16.0","","11.5","","13.8","","4.2","","0.0","","","M","","M","4.1","","","","","","<31",""
"2007-10-11","2007","10","11","*","13.0","","10.3","","11.7","","6.3","","0.0","","","M","","M","0.0","","","","8","","32",""
"2007-10-12","2007","10","12","*","12.9","","9.8","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-10-13","2007","10","13","*","13.8","","8.2","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2007-10-14","2007","10","14","*","13.7","","9.0","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","","","<31",""
